gid,id,team,p_ipouts,p_seq,p_h,p_r,p_er,p_w,p_hbp,p_wp,date,wl,team_name,ballpark,left_field,center_field,right_field,min_wall_height,max_wall_height,daynight,attendance,precip,sky,temp,winddir,windspeed,season_era
COL202304280,castm002,ARI,3,3,1,0,0,0,0,0,20230428,w,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,4.840
COL202304280,mantj002,ARI,3,4,0,0,0,0,0,0,20230428,w,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,4.629
COL202304280,freek001,COL,18,1,5,3,3,1,0,0,20230428,l,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,5.030
COL202304280,lawrj002,COL,3,2,0,1,0,1,0,1,20230428,l,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,3.720
COL202304280,bardd001,COL,3,3,0,0,0,1,0,0,20230428,l,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,4.561
COL202304280,lamed001,COL,1,4,3,5,5,1,0,0,20230428,l,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,11.711
COL202304280,blact002,COL,2,5,2,0,0,0,0,0,20230428,l,COL,Coors Field,347,415,350,8.0,17,night,24197,none,cloudy,57,fromlf,9,5.538
HOU202304280,nolaa001,PHI,24,1,3,1,1,0,0,0,20230428,w,HOU,Minute Maid Park,315,409,326,7.0,21,night,40719,none,dome,73,unknown,0,4.237
HOU202304280,alvaj004,PHI,3,2,0,0,0,0,0,0,20230428,w,HOU,Minute Maid Park,315,409,326,7.0,21,night,40719,none,dome,73,unknown,0,1.642
HOU202304280,valdf001,HOU,21,1,8,3,3,0,0,0,20230428,l,HOU,Minute Maid Park,315,409,326,7.0,21,night,40719,none,dome,73,unknown,0,3.771
HOU202304280,abreb002,HOU,3,2,0,0,0,0,0,0,20230428,l,HOU,Minute Maid Park,315,409,326,7.0,21,night,40719,none,dome,73,unknown,0,2.017
HOU202304280,montr004,HOU,3,3,0,0,0,0,0,0,20230428,l,HOU,Minute Maid Park,315,409,326,7.0,21,night,40719,none,dome,73,unknown,0,4.977
LAN202304280,flahj002,SLN,14,1,7,5,4,2,1,1,20230428,l,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,4.982
LAN202304280,romej002,SLN,6,2,0,1,1,2,0,0,20230428,l,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,3.682
LAN202304280,strac001,SLN,4,3,2,1,1,0,0,0,20230428,l,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,4.154
LAN202304280,may-d003,LAN,15,1,3,2,2,4,0,1,20230428,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,2.625
LAN202304280,fergc001,LAN,3,2,0,0,0,0,0,0,20230428,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,3.303
LAN202304280,gonzv001,LAN,2,3,1,0,0,1,0,0,20230428,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,4.010
LAN202304280,gratb002,LAN,1,4,0,0,0,0,0,0,20230428,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,1.152
LAN202304280,mills001,LAN,3,5,0,0,0,1,0,0,20230428,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,1.636
LAN202304280,vesia001,LAN,3,6,2,1,1,1,0,0,20230428,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48138,none,sunny,62,ltor,5,4.355
MIA202304280,strom001,CHN,19,1,6,2,2,2,0,0,20230428,l,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,3.951
MIA202304280,leitm002,CHN,2,2,0,0,0,0,0,0,20230428,l,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,3.497
MIA202304280,fulmm001,CHN,3,3,0,0,0,0,0,0,20230428,l,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,4.421
MIA202304280,ruckm001,CHN,0,4,2,1,1,0,2,0,20230428,l,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,4.909
MIA202304280,luzaj001,MIA,19,1,5,2,2,2,0,0,20230428,w,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,3.646
MIA202304280,brazh001,MIA,2,2,1,0,0,0,0,0,20230428,w,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,4.073
MIA202304280,flord002,MIA,3,3,2,0,0,0,0,0,20230428,w,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,4.765
MIA202304280,puk-a001,MIA,3,4,2,0,0,0,0,0,20230428,w,MIA,loanDepot park,344,407,335,9.0,12,night,12340,none,dome,72,unknown,0,3.902
MIL202304280,andet002,ANA,20,1,5,1,1,3,0,0,20230428,l,MIL,American Family Field,344,400,345,8.0,8,night,24787,none,dome,65,unknown,0,5.426
MIL202304280,loupa001,ANA,4,2,3,1,1,0,0,0,20230428,l,MIL,American Family Field,344,400,345,8.0,8,night,24787,none,dome,65,unknown,0,6.103
MIL202304280,milew001,MIL,18,1,7,1,1,0,0,0,20230428,w,MIL,American Family Field,344,400,345,8.0,8,night,24787,none,dome,65,unknown,0,3.141
MIL202304280,payaj001,MIL,3,2,1,0,0,0,0,0,20230428,w,MIL,American Family Field,344,400,345,8.0,8,night,24787,none,dome,65,unknown,0,2.488
MIL202304280,strzp001,MIL,3,3,1,0,0,0,0,0,20230428,w,MIL,American Family Field,344,400,345,8.0,8,night,24787,none,dome,65,unknown,0,4.378
MIL202304280,willd004,MIL,3,4,0,0,0,0,0,0,20230428,w,MIL,American Family Field,344,400,345,8.0,8,night,24787,none,dome,65,unknown,0,1.820
MIN202304280,lylej001,KCA,12,1,7,7,7,4,0,1,20230428,l,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,6.281
MIN202304280,taylj001,KCA,6,2,1,1,1,0,0,0,20230428,l,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,8.151
MIN202304280,garra001,KCA,3,3,0,0,0,1,0,0,20230428,l,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,3.329
MIN202304280,clart003,KCA,3,4,0,0,0,0,0,0,20230428,l,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,5.949
MIN202304280,lopep002,MIN,18,1,8,6,6,1,0,0,20230428,w,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,3.467
MIN202304280,jax-g001,MIN,3,2,1,0,0,0,0,1,20230428,w,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,3.652
MIN202304280,thiec001,MIN,3,3,1,0,0,1,0,0,20230428,w,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,3.743
MIN202304280,lopej004,MIN,3,4,2,0,0,0,1,0,20230428,w,MIN,Target Field,339,404,328,8.0,23,day,11754,none,overcast,48,fromlf,12,5.949
NYN202304280,friem001,ATL,15,1,3,0,0,1,0,0,20230428,w,NYN,Citi Field,335,408,330,8.0,8,night,29240,none,cloudy,52,fromrf,5,2.755
NYN202304280,peted003,NYN,15,1,5,4,4,1,0,0,20230428,l,NYN,Citi Field,335,408,330,8.0,8,night,29240,none,cloudy,52,fromrf,5,5.027
OAK202304280,cessl001,CIN,15,1,8,3,3,1,0,0,20230428,w,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,9.000
OAK202304280,law-d001,CIN,4,2,2,2,2,1,0,0,20230428,w,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,3.600
OAK202304280,farmb001,CIN,2,3,0,0,0,1,1,0,20230428,w,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,4.200
OAK202304280,simsl001,CIN,3,4,0,0,0,0,0,0,20230428,w,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,3.098
OAK202304280,cruzf002,CIN,3,5,1,2,2,1,0,0,20230428,w,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,4.909
OAK202304280,rucid001,OAK,17,1,11,5,3,1,0,0,20230428,l,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,9.000
OAK202304280,longs002,OAK,5,2,3,4,4,1,1,0,20230428,l,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,5.600
OAK202304280,fujis001,OAK,3,3,2,2,2,3,0,1,20230428,l,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,7.177
OAK202304280,molls001,OAK,2,4,0,0,0,0,0,0,20230428,l,OAK,Oakland Coliseum,330,400,330,8.0,8,night,6423,none,cloudy,64,torf,8,3.032
TEX202304280,schmc002,NYA,15,1,10,5,5,1,1,0,20230428,l,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,4.642
TEX202304280,cordj001,NYA,6,2,0,0,0,0,0,0,20230428,l,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,3.857
TEX202304280,abrea001,NYA,3,3,0,0,0,0,0,0,20230428,l,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,4.729
TEX202304280,degrj001,TEX,11,1,1,0,0,1,0,0,20230428,w,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,2.670
TEX202304280,dunnd001,TEX,10,2,3,2,2,0,1,1,20230428,w,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,3.757
TEX202304280,hernj004,TEX,3,3,1,0,0,0,0,0,20230428,w,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,5.400
TEX202304280,smitw002,TEX,3,4,0,0,0,0,0,0,20230428,w,TEX,Globe Life Field,329,407,326,8.0,14,night,36341,none,dome,74,unknown,0,4.747
TOR202304280,castl003,SEA,15,1,6,2,2,2,0,0,20230428,l,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,3.335
TOR202304280,gottt001,SEA,3,2,2,1,1,0,1,0,20230428,l,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,4.190
TOR202304280,brasm001,SEA,3,3,0,0,0,0,0,0,20230428,l,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,3.057
TOR202304280,murfp001,SEA,3,4,0,0,0,0,0,0,20230428,l,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,1.286
TOR202304280,manoa001,TOR,15,1,6,2,2,4,1,0,20230428,w,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,5.874
TOR202304280,mayzt001,TOR,3,2,0,0,0,0,0,0,20230428,w,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,1.509
TOR202304280,garcy001,TOR,3,3,0,0,0,0,0,0,20230428,w,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,4.010
TOR202304280,swane001,TOR,3,4,0,0,0,0,0,0,20230428,w,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,2.912
TOR202304280,romaj004,TOR,3,5,0,0,0,0,0,0,20230428,w,TOR,Rogers Centre,328,404,328,8.0,8,night,41414,none,dome,68,unknown,0,2.819
BOS202304290,plesz001,CLE,10,1,8,5,5,1,0,0,20230429,l,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,7.594
BOS202304290,currx001,CLE,8,2,4,1,0,0,0,0,20230429,l,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,4.074
BOS202304290,deloe001,CLE,3,3,0,0,0,0,0,0,20230429,l,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.289
BOS202304290,karij001,CLE,3,4,0,0,0,1,0,0,20230429,l,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.231
BOS202304290,morge001,CLE,3,5,2,0,0,1,0,0,20230429,l,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,4.010
BOS202304290,clase001,CLE,1,6,2,2,0,0,0,0,20230429,l,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.220
BOS202304290,bellb002,BOS,15,1,5,1,1,2,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,4.242
BOS202304290,bleir001,BOS,3,2,2,1,1,0,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,5.283
BOS202304290,brasr001,BOS,2,3,1,3,3,2,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.048
BOS202304290,schrj001,BOS,1,4,1,0,0,0,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.857
BOS202304290,wincj001,BOS,3,5,0,0,0,0,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,2.881
BOS202304290,jansk001,BOS,3,6,3,1,1,0,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.600
BOS202304290,bernb001,BOS,3,7,2,1,0,0,0,0,20230429,w,BOS,Fenway Park,310,420,302,3.0,37,day,31717,none,overcast,49,fromrf,6,3.197
CHA202304290,faucc001,TBA,4,1,1,2,2,2,0,1,20230429,w,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,7.013
CHA202304290,chiry001,TBA,14,2,3,1,1,0,0,0,20230429,w,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,5.400
CHA202304290,cleag001,TBA,3,3,0,0,0,1,0,0,20230429,w,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,3.000
CHA202304290,beekj001,TBA,3,4,0,0,0,0,0,0,20230429,w,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,5.953
CHA202304290,thomr007,TBA,3,5,0,0,0,0,0,0,20230429,w,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,3.402
CHA202304290,lynnl001,CHA,19,1,3,4,4,2,0,0,20230429,l,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,5.844
CHA202304290,bumma001,CHA,1,2,2,3,3,1,0,0,20230429,l,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,6.789
CHA202304290,lambj003,CHA,1,3,4,3,3,0,0,0,20230429,l,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,5.257
CHA202304290,middk001,CHA,3,4,1,1,1,1,0,0,20230429,l,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,3.375
CHA202304290,diekj001,CHA,3,5,1,1,1,1,0,0,20230429,l,CHA,Guaranteed Rate Field,330,400,335,8.0,8,night,28462,none,cloudy,56,tocf,13,3.277
COL202304290,henrt001,ARI,16,1,7,4,4,1,0,0,20230429,w,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,4.146
COL202304290,ruizj001,ARI,2,2,1,0,0,0,0,0,20230429,w,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,5.887
COL202304290,ginkk001,ARI,3,3,0,0,0,0,0,0,20230429,w,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,2.104
COL202304290,mcgos001,ARI,3,4,0,0,0,1,0,0,20230429,w,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,4.735
COL202304290,misia001,ARI,3,5,0,0,0,0,0,0,20230429,w,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,7.364
COL202304290,davin001,COL,6,1,7,7,7,2,0,1,20230429,l,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,8.700
COL202304290,seabc001,COL,10,2,5,2,2,0,0,1,20230429,l,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,7.523
COL202304290,birdj001,COL,8,3,2,1,1,0,0,0,20230429,l,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,4.332
COL202304290,johnp001,COL,3,4,2,1,1,0,0,0,20230429,l,COL,Coors Field,347,415,350,8.0,17,night,34399,none,cloudy,72,fromcf,7,3.857
DET202304291,kremd001,BAL,15,1,11,5,5,2,0,0,20230429,l,DET,Comerica Park,345,420,330,7.0,9,day,17974,none,overcast,53,rtol,11,4.388
DET202304291,halld004,BAL,9,2,5,2,2,1,0,1,20230429,l,DET,Comerica Park,345,420,330,7.0,9,day,17974,none,overcast,53,rtol,11,2.779
DET202304291,rodre004,DET,17,1,4,1,1,2,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,day,17974,none,overcast,53,rtol,11,3.301
DET202304291,englm001,DET,7,2,3,3,3,1,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,day,17974,none,overcast,53,rtol,11,5.464
DET202304291,langa001,DET,3,3,2,0,0,0,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,day,17974,none,overcast,53,rtol,11,3.682
DET202304292,rodrg003,BAL,15,1,2,0,0,1,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,4.658
DET202304292,akink001,BAL,0,2,1,3,2,1,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,6.845
DET202304292,baumm001,BAL,3,3,1,1,1,0,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,3.758
DET202304292,bakeb001,BAL,2,4,1,0,0,0,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,4.169
DET202304292,could001,BAL,1,5,0,0,0,0,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,2.752
DET202304292,canoy001,BAL,3,6,0,0,0,0,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,2.160
DET202304292,bautf001,BAL,3,7,0,0,0,0,0,0,20230429,w,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,1.751
DET202304292,boydm001,DET,17,1,8,6,6,1,0,1,20230429,l,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,5.451
DET202304292,cisnj001,DET,4,2,0,0,0,2,0,0,20230429,l,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,5.309
DET202304292,folej001,DET,3,3,1,0,0,0,0,0,20230429,l,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,2.609
DET202304292,vestw001,DET,3,4,2,0,0,0,0,0,20230429,l,DET,Comerica Park,345,420,330,7.0,9,night,11048,none,cloudy,63,rtol,11,2.979
HOU202304290,wheez001,PHI,18,1,3,0,0,1,1,0,20230429,w,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,3.401
HOU202304290,domis001,PHI,3,2,1,0,0,0,1,0,20230429,w,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,3.416
HOU202304290,vasqa002,PHI,3,3,1,1,1,0,0,0,20230429,w,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,3.352
HOU202304290,marty001,PHI,3,4,1,0,0,0,0,0,20230429,w,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,5.034
HOU202304290,javic001,HOU,17,1,7,3,3,1,0,1,20230429,l,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,4.526
HOU202304290,matop002,HOU,4,2,1,1,1,0,0,0,20230429,l,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,2.750
HOU202304290,marts003,HOU,3,3,2,2,2,2,0,0,20230429,l,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,5.233
HOU202304290,blanr001,HOU,3,4,2,0,0,0,0,0,20230429,l,HOU,Minute Maid Park,315,409,326,7.0,21,day,41240,none,dome,73,unknown,0,4.500
LAN202304290,montj004,SLN,20,1,5,1,1,2,0,0,20230429,l,LAN,Dodger Stadium,330,395,330,4.5,8,night,48763,none,sunny,66,torf,7,3.155
LAN202304290,hickj002,SLN,3,2,0,0,0,1,0,0,20230429,l,LAN,Dodger Stadium,330,395,330,4.5,8,night,48763,none,sunny,66,torf,7,3.240
LAN202304290,cabrg001,SLN,1,3,0,0,0,1,0,0,20230429,l,LAN,Dodger Stadium,330,395,330,4.5,8,night,48763,none,sunny,66,torf,7,3.994
LAN202304290,kersc001,LAN,21,1,2,0,0,0,0,0,20230429,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48763,none,sunny,66,torf,7,2.864
LAN202304290,phile001,LAN,3,2,0,0,0,1,0,0,20230429,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48763,none,sunny,66,torf,7,1.979
LAN202304290,gratb002,LAN,3,3,1,0,0,0,0,0,20230429,w,LAN,Dodger Stadium,330,395,330,4.5,8,night,48763,none,sunny,66,torf,7,1.152
MIA202304290,kilic001,CHN,10,1,10,7,7,2,2,1,20230429,l,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,16.875
MIA202304290,estrj002,CHN,5,2,2,0,0,1,0,0,20230429,l,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,6.750
MIA202304290,merrj001,CHN,6,3,0,0,0,1,0,0,20230429,l,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,3.375
MIA202304290,alzoa001,CHN,3,4,0,0,0,0,0,0,20230429,l,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,2.672
MIA202304290,cabre003,MIA,15,1,3,2,2,5,0,0,20230429,w,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,4.244
MIA202304290,narda001,MIA,0,2,4,2,2,0,0,0,20230429,w,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,2.915
MIA202304290,brazh001,MIA,6,3,0,0,0,0,0,0,20230429,w,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,4.073
MIA202304290,okers001,MIA,1,4,0,2,2,3,0,0,20230429,w,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,4.525
MIA202304290,barnm001,MIA,2,5,1,0,0,0,0,0,20230429,w,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,5.484
MIA202304290,scott003,MIA,3,6,1,0,0,0,0,0,20230429,w,MIA,loanDepot park,344,407,335,9.0,12,day,14994,none,dome,72,unknown,0,2.278
MIL202304290,detmr001,ANA,13,1,4,7,4,3,0,0,20230429,l,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,4.480
MIL202304290,wanta001,ANA,2,2,1,0,0,1,1,0,20230429,l,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,3.890
MIL202304290,barrj003,ANA,9,3,0,0,0,1,0,0,20230429,l,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,5.684
MIL202304290,burnc002,MIL,18,1,5,1,1,1,1,0,20230429,w,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,3.506
MIL202304290,pegue001,MIL,3,2,3,2,2,1,0,0,20230429,w,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,3.286
MIL202304290,strzp001,MIL,3,3,0,0,0,0,0,0,20230429,w,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,4.378
MIL202304290,wilsb003,MIL,2,4,2,2,2,0,0,0,20230429,w,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,2.571
MIL202304290,willd004,MIL,1,5,1,0,0,0,0,0,20230429,w,MIL,American Family Field,344,400,345,8.0,8,night,39198,none,dome,66,unknown,0,1.820
MIN202304290,kellb003,KCA,16,1,6,1,1,5,0,2,20230429,w,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,4.566
MIN202304290,cuasj001,KCA,2,2,1,0,0,0,1,0,20230429,w,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,3.995
MIN202304290,clart003,KCA,3,3,1,1,1,0,0,0,20230429,w,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,5.949
MIN202304290,chapa001,KCA,3,4,0,0,0,0,0,0,20230429,w,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,2.985
MIN202304290,barls001,KCA,3,5,2,0,0,0,0,0,20230429,w,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,4.368
MIN202304290,oberb002,MIN,17,1,4,1,1,2,0,0,20230429,l,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,3.693
MIN202304290,thiec001,MIN,4,2,1,0,0,0,0,0,20230429,l,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,3.743
MIN202304290,jax-g001,MIN,2,3,0,1,1,1,0,0,20230429,l,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,3.652
MIN202304290,lopej004,MIN,1,4,1,0,0,1,0,0,20230429,l,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,5.949
MIN202304290,duraj002,MIN,3,5,0,1,1,3,0,1,20230429,l,MIN,Target Field,339,404,328,8.0,23,day,22883,none,overcast,47,torf,10,2.272
OAK202304290,greeh001,CIN,15,1,5,2,0,3,1,1,20230429,w,OAK,Oakland Coliseum,330,400,330,8.0,8,day,7052,none,cloudy,63,torf,9,4.821
OAK202304290,youna002,CIN,4,2,1,0,0,0,0,0,20230429,w,OAK,Oakland Coliseum,330,400,330,8.0,8,day,7052,none,cloudy,63,torf,9,3.857
OAK202304290,gibai001,CIN,2,3,1,0,0,1,0,0,20230429,w,OAK,Oakland Coliseum,330,400,330,8.0,8,day,7052,none,cloudy,63,torf,9,3.330
OAK202304290,leguc001,CIN,3,4,0,0,0,1,0,0,20230429,w,OAK,Oakland Coliseum,330,400,330,8.0,8,day,7052,none,cloudy,63,torf,9,5.684
OAK202304290,diaza004,CIN,3,5,0,0,0,0,0,0,20230429,w,OAK,Oakland Coliseum,330,400,330,8.0,8,day,7052,none,cloudy,63,torf,9,3.161
